59163	698
59364	699
59565	699
59765	703
59966	705
60167	708
60367	709
60567	714
60768	715
60968	716
61169	717
61370	716
61571	719
61771	719
61971	718
62172	720
62372	719
62573	727
62774	722
62974	727
63175	722
63376	729
63576	732
63776	731
63977	728
64178	731
64378	730
64579	730
64780	731
64979	734
65180	735
65381	736
65582	738
65782	740
65983	741
66184	742
66383	742
66584	742
66785	740
66985	739
67186	739
67387	740
67588	740
67788	742
67988	741
68189	742
68389	742
68590	745
68791	743
68992	745
69192	746
69392	744
69593	744
69793	744
69994	744
70195	743
70395	746
70596	748
70796	748
70996	752
71197	752
71398	751
71599	751
71799	753
72000	750
72200	751
72400	749
72601	750
72802	753
73003	750
73203	751
73404	751
73605	753
73804	753
74005	754
74206	754
74406	753
74607	752
74808	757
75009	755
75208	754
75409	753
75610	752
75810	753
76011	754
76212	758
76412	758
76612	748
76813	760
77014	764
77214	759
77415	761
77616	761
77816	758
78017	759
78217	758
78417	759
78618	758
78819	757
79020	757
79220	760
79421	760
79621	758
79821	762
80022	762
80223	762
80423	762
80624	761
80825	757
81025	758
81225	757
81426	761
81627	759
81827	760
82028	766
82229	762
82428	764
82629	764
82830	764
83031	763
83231	765
83432	764
83633	765
83833	763
84033	763
84234	761
84434	762
84635	763
84836	762
85037	760
85237	762
85437	761
85638	765
85838	766
86039	763
86240	764
86440	764
86641	764
86841	761
87042	761
87242	762
87443	762
87644	761
87844	762
88045	764
88246	766
88445	764
88646	766
88847	765
89048	765
89248	764
89449	765
89650	764
89849	764
90050	761
90251	766
90451	763
90652	761
90853	762
91054	763
91253	762
91454	762
91655	763
91855	760
92056	762
92257	761
92457	764
92658	759
92858	759
93059	758
93259	759
93460	760
93661	762
93861	762
94062	763
94262	763
94462	765
94663	766
94864	766
95065	765
95265	765
95466	765
95666	763
95866	765
96067	764
96268	764
96468	763
96669	762
96870	762
97070	764
97270	765
97471	763
97672	764
97872	764
98073	762
98274	762
98475	762
98674	762
98875	761
99076	759
99276	760
99477	761
99678	762
99878	763
100078	766
100279	765
100480	766
100680	765
100881	765
101082	764
101282	767
101483	765
101684	765
101884	763
102085	763
102285	764
102486	764
102686	762
102887	764
103088	767
103288	766
103489	763
103690	766
103890	767
104091	764
104291	765
104492	766
104692	765
104893	764
105094	764
105294	763
105495	764
105696	765
105896	766
106097	766
106298	767
106498	769
106698	771
106899	770
107100	771
107300	770
107501	772
107702	770
107902	772
108103	770
108304	771
108504	769
108704	770
108905	769
109106	767
109306	767
109507	769
109708	768
109908	768
110109	767
110310	769
110511	771
110710	768
110911	771
111112	768
111312	767
111513	766
111714	766
111915	765
112115	766
112316	767
112517	768
112717	769
112917	770
113118	772
113318	772
113519	773
113720	770
113921	774
114121	772
114322	773
114523	771
114723	771
114924	771
115124	769
115324	768
115525	770
115726	770
115927	770
116127	770
116328	771
116529	773
116729	772
116930	773
117130	773
117330	771
117531	770
117732	768
117933	770
118133	769
118334	769
118535	769
118735	768
118936	770
119137	772
119336	771
119537	770
119738	771
119939	775
120139	771
120340	773
120541	771
120741	771
120942	770
121143	770
121344	769
121543	769
121744	769
121945	770
122145	771
122346	768
122547	772
122747	770
122948	771
123149	771
123350	775
123549	771
123750	771
123951	772
124151	770
124352	769
124553	769
124753	770
124954	773
125155	771
125356	769
125556	769
125756	773
125957	776
126157	777
126358	775
126559	778
126759	778
126960	777
127161	776
127362	778
127562	777
127763	776
127963	775
128163	774
128364	774
128565	774
128765	773
128966	771
129167	781
129368	776
129568	777
129769	775
129970	778
130169	775
130370	777
130571	772
130771	775
130972	775
131173	771
131374	771
131574	771
131775	773
131976	774
132176	775
132376	775
132577	777
132777	778
132978	778
133179	778
133380	778
133580	775
133781	777
133982	777
134182	775
134382	776
134583	776
134784	775
134984	775
135185	777
135386	773
135586	776
135787	777
135988	776
136188	776
136389	775
136589	779
136790	776
136990	775
137191	773
137392	772
137592	772
137793	771
137994	773
138194	772
138395	774
138596	773
138796	776
138996	777
139197	775
139398	776
139598	777
139799	777
140000	775
140200	776
140401	775
140602	775
140802	773
141002	775
141203	774
141404	774
141604	774
141805	776
142006	774
142206	773
142407	777
142608	776
142809	778
143008	776
143209	778
143410	777
143610	777
143811	776
144012	775
144212	775
144413	776
144614	776
144815	778
145015	780
145215	780
145416	781
145616	782
145817	783
146018	784
146219	782
146419	783
146620	783
146821	783
147021	782
147221	782
147422	781
147622	782
147823	782
148024	781
148225	782
148425	784
148626	782
148827	785
149027	783
149228	778
149428	781
149628	778
149829	777
150030	777
150231	775
150431	777
150632	779
150833	781
151033	781
151234	783
151435	783
151634	782
151835	780
152036	778
152237	778
152437	776
152638	776
152839	778
153039	776
153240	777
153441	778
153641	778
153841	776
154042	778
154243	778
154443	776
154644	776
154845	776
155045	779
155246	776
155447	780
155648	782
155848	783
156048	783
156249	784
156449	784
156650	781
156851	782
157051	779
157252	778
157453	781
157654	781
157854	781
158055	778
158255	782
158455	782
158656	781
158857	778
159057	778
159258	778
159459	776
159660	777
159860	778
160061	779
160262	780
160461	784
160662	783
160863	782
161063	783
161264	781
161465	779
161666	779
161866	782
162067	778
162268	780
162467	779
162668	779
162869	781
163069	782
163270	782
163471	782
163672	781
163872	779
164073	780
164274	780
164474	777
164674	781
164875	786
165075	782
165276	784
165477	782
165678	785
165878	785
166079	782
166280	783
166480	782
166681	779
166881	782
167081	781
167282	783
167483	781
167684	784
167884	781
168085	783
168286	783
168486	780
168687	780
168887	782
169088	779
169288	778
169489	779
169690	780
169890	781
170091	782
170292	784
170492	783
170693	784
170893	782
171094	782
171294	784
171495	783
171696	781
171896	779
172097	779
172298	779
172498	778
172699	779
172900	782
173100	782
173300	782
173501	782
173702	782
173902	781
174103	780
174304	780
174504	778
174705	780
174906	779
175107	779
175306	782
175507	782
175708	784
175908	787
176109	788
176310	788
176510	784
176711	785
176912	784
177113	782
177313	782
177513	783
177714	783
177914	782
178115	784
178316	783
178516	787
178717	788
178918	785
179119	785
179319	784
179520	782
179720	784
179920	780
180121	781
180322	781
180523	782
180723	782
180924	786
181125	785
181325	786
181526	785
181726	783
181926	785
182127	785
182328	784
182529	785
182729	784
182930	782
183131	782
183331	783
183532	783
183733	786
183932	784
184133	784
184334	786
184535	786
184735	785
184936	782
185137	784
185337	783
185538	783
185739	784
185939	785
186139	788
186340	788
186541	788
186741	790
186942	789
187143	790
187343	786
187544	788
187745	787
187945	787
188146	787
188346	786
188547	786
188747	785
188948	789
189149	789
189349	787
189550	789
189751	787
189952	787
190152	786
190353	783
190553	784
190753	784
190954	783
191155	785
191355	786
191556	786
191757	787
191958	789
192158	788
192359	788
192560	787
192759	787
192960	786
193161	786
193361	785
193562	786
193763	783
193964	785
194164	786
194365	786
194566	785
194766	788
194966	788
195167	787
195367	787
195568	788
195769	789
195970	787
196170	785
196371	785
196572	786
196772	784
196972	784
197173	787
197373	788
197574	786
197775	787
197976	787
198176	791
198377	790
198578	792
198778	791
198979	790
199180	787
199379	788
199580	786
199781	788
199982	788
200182	788
200383	787
200584	784
200784	785
200985	786
201186	783
201387	786
201586	788
201787	787
201988	787
202188	788
202389	786
202590	787
202790	785
202991	783
203192	786
203393	783
203592	785
203793	787
203994	786
204194	789
204395	789
204596	791
204796	790
204997	792
205198	790
205399	789
205599	790
205799	790
206000	788
206200	789
206401	789
206602	790
206802	787
207003	789
207204	790
207405	790
207605	790
207806	791
208006	791
208206	790
208407	787
208608	789
208808	790
209009	785
209210	785
209411	786
209611	790
209812	785
210012	785
210212	788
210413	787
210614	787
210814	789
211015	791
211216	791
211417	790
211617	788
211818	787
212019	787
212218	790
212419	787
212620	787
212820	788
213021	785
213222	783
213423	788
213623	786
213824	786
214025	787
214225	786
214425	787
214626	788
214827	786
215027	783
215228	784
215429	787
215629	784
215830	784
216031	787
216231	786
216432	787
216632	787
216833	787
217033	790
217234	789
217435	788
217635	790
217836	789
218037	790
218237	790
218438	786
218639	786
218839	789
219039	785
219240	786
219441	785
219641	786
219842	786
220043	786
220243	788
220444	788
220645	783
220845	784
221045	784
221246	783
221447	781
221647	779
221848	782
222049	784
222249	783
222450	782
222651	783
222852	786
223051	786
223252	785
223453	787
223653	787
223854	785
224055	787
224256	786
224456	783
224657	787
224858	785
225058	785
225258	784
225459	786
225659	787
225860	787
226061	788
226262	786
226462	788
226663	788
226864	784
227064	784
227265	784
227465	784
227665	786
227866	785
228067	783
228268	789
228468	786
228669	790
228870	794
229070	792
229271	789
229471	792
229671	790
229872	789
230073	790
230274	790
230474	788
230675	787
230876	786
231076	789
231277	786
231478	789
231677	790
231878	789
232079	790
232280	789
232480	789
232681	789
232882	786
233082	788
233283	785
233484	786
233684	785
233884	787
234085	787
234286	791
234486	790
234687	792
234888	790
235088	792
235289	791
235490	789
235691	788
235891	788
236091	789
236292	789
236492	787
236693	786
236894	788
237094	791
237295	792
237496	794
237697	794
237897	791
238098	793
238298	791
238498	794
238699	792
238900	792
239100	791
239301	789
239502	789
239703	790
239903	793
240104	794
240305	793
240504	795
240705	794
240906	793
241106	795
241307	792
241508	791
241709	791
241909	790
242110	792
242311	789
242511	788
242711	792
242912	789
243112	792
243313	790
243514	792
243715	792
243915	792
244116	792
244317	792
244517	787
244718	787
244918	788
245118	786
245319	789
245520	787
245721	790
245921	793
246122	792
246323	791
246523	795
246724	795
246925	794
247124	793
247325	790
247526	792
247727	794
247927	792
248128	791
248329	790
248529	790
248730	790
248931	794
249132	789
249331	794
249532	796
249733	790
249933	792
250134	790
250335	790
250535	790
250736	788
250937	788
251138	790
251338	794
251538	790
251739	781
251939	790
252140	790
252341	792
252541	793
252742	791
252943	791
253144	790
253344	788
253545	790
253745	788
253945	789
254146	788
254347	787
254547	790
254748	792
254949	791
255150	790
255350	792
255551	793
255752	791
255951	789
256152	790
256353	790
256553	788
256754	788
256955	790
257156	788
257356	788
257557	793
257758	794
257958	792
258158	793
258359	797
258560	795
258760	796
258961	792
259162	794
259362	795
259563	794
259764	792
259964	793
260164	794
260365	793
260566	793
260766	789
260967	791
261168	791
261368	790
261569	793
261770	793
261970	792
262171	794
262371	791
262572	792
262772	792
262973	791
263174	790
263374	789
263575	787
263776	788
263976	797
264177	792
264378	793
264578	794
264778	795
264979	795
265180	797
265380	796
265581	794
265782	795
265982	794
266183	795
266384	794
266585	793
266784	793
266985	792
267186	790
267386	792
267587	790
267788	792
267988	793
268189	795
268390	791
268591	795
268791	794
268991	791
269192	792
269392	793
269593	791
269794	789
269995	790
270195	793
270396	791
270597	791
270797	793
270998	794
271198	796
271398	794
271599	793
271800	795
272001	792
272201	794
272402	790
272603	792
272803	790
273004	792
273204	793
273404	791
273605	792
273806	792
274007	793
274207	793
274408	789
274609	789
274809	788
275010	790
275211	789
275410	790
275611	790
275812	790
276013	792
276213	790
276414	795
276615	797
276815	795
277016	794
277217	794
277417	796
277617	795
277818	796
278019	794
278219	794
278420	795
278621	794
278821	791
279022	796
279223	795
279424	796
279624	796
279824	794
280025	795
280225	795
280426	793
280627	794
280827	791
281028	791
281229	796
281430	795
281630	792
281831	795
282031	798
282231	796
282432	796
282633	794
282833	794
283034	794
283235	794
283436	793
283636	793
283837	792
284038	793
284237	791
284438	788
284639	786
284839	794
285040	794
285241	793
285442	793
285642	795
285843	795
286044	793
286244	789
286444	791
286645	792
286845	792
287046	791
287247	795
287448	794
287648	796
287849	795
288050	796
288250	797
288450	798
288651	797
288851	796
289052	796
289253	796
289454	796
289654	794
289855	791
290056	791
290256	789
290457	792
290657	794
290857	792
291058	795
291259	797
291460	795
291660	795
291861	794
292062	793
292262	791
292463	790
292664	790
292864	791
293064	790
293265	791
293466	792
293666	797
293867	793
294068	794
294268	794
294469	796
294670	794
294871	793
295070	794
295271	792
295472	794
295672	793
295873	795
296074	791
296274	793
296475	793
296676	792
296877	790
297077	792
297277	792
297478	792
297678	793
297879	795
298080	794
298280	793
298481	792
298682	795
298883	795
299083	791
299284	791
299484	789
299684	794
299885	795
300086	795
300286	796
300487	797
300688	797
300889	797
301089	796
301290	796
301491	795
301690	794
301891	793
302092	790
302292	793
302493	790
302694	792
302895	790
303095	791
303296	792
303497	791
303697	793
303897	791
304098	792
304299	793
304499	792
304700	793
304901	792
305101	792
305302	790
305503	789
305703	788
305904	791
306104	791
306305	790
306505	793
306706	792
306907	793
307107	795
307308	794
307509	798
307709	795
307910	795
308111	797
308311	796
308511	795
308712	796
308913	793
309113	796
309314	793
309515	794
309715	794
309916	794
310117	795
310318	795
310517	794
310718	793
310919	794
311119	796
311320	793
311521	795
311721	793
311922	791
312123	791
312324	794
312524	791
312724	793
312925	792
313125	793
313326	793
313527	786
313728	795
313928	795
314129	798
314330	797
314530	795
314731	796
314931	797
315131	796
315332	795
315533	793
315734	794
315934	794
316135	792
316336	792
316536	793
316737	791
316938	794
317137	792
317338	791
317539	792
317740	796
317940	795
318141	795
318342	795
318542	793
318743	794
318944	791
319144	795
319344	790
319545	793
319746	793
319946	792
320147	794
320348	796
320548	796
320749	797
320950	797
321150	797
321351	797
321551	797
321752	797
321952	798
322153	797
322354	795
322554	796
322755	793
322956	795
323156	795
323357	794
323558	795
323758	794
323958	797
324159	797
324360	796
324560	798
324761	799
324962	797
325163	798
325363	794
325564	794
325765	795
325964	795
326165	797
326366	798
326566	797
326767	799
326968	799
327169	803
327369	800
327570	803
327771	801
327971	801
328171	801
328372	801
328572	802
328773	802
328974	802
329175	802
329375	801
329576	802
329777	801
329977	803
330177	803
330378	805
330578	804
330779	804
330980	803
331181	802
331381	803
331582	803
331783	802
331983	801
332184	800
332384	797
332584	800
332785	802
332986	801
333187	803
333387	803
333588	806
333789	805
333989	805
334190	805
334391	804
334590	804
334791	804
334992	802
335193	800
335393	800
335594	801
335795	800
335995	799
336196	797
336397	799
336596	799
336797	800
336998	802
337199	802
337399	802
337600	803
337801	798
338001	799
338202	800
338403	800
338604	800
338803	799
339004	799
339205	799
339405	801
339606	802
339807	803
340007	804
340208	802
340409	803
340610	804
340809	805
341010	803
341211	803
341411	803
341612	801
341813	803
342013	802
342214	797
342415	800
342616	797
342816	798
343016	800
343217	800
343417	802
343618	801
343819	801
344019	800
344220	799
344421	798
344622	799
344822	799
345023	795
345223	797
345423	797
345624	799
345825	799
346025	801
346226	800
346427	800
346628	803
346828	803
347029	802
347230	802
347429	800
347630	799
347831	800
348032	798
348232	799
348433	798
348634	796
348834	797
349035	798
349236	798
349436	800
349636	802
349837	798
350038	799
350238	799
350439	799
350640	800
350840	799
351041	797
351242	796
351442	796
351643	798
351843	796
352044	800
352244	801
352445	800
